binary_id,cwe_id,entry_cwe,entry_symbol
BIN_5201186,CWE-124,,entry_bad
BIN_5201491,CWE-191,,entry_bad
BIN_5202223,CWE-036,CWE-036,_ZN65CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_ifstream_189entry_badEv
BIN_5202359,CWE-758,CWE-758,_ZN45CWE758_Undefined_Behavior__int64_t_new_use_149entry_badEv
BIN_5203400,CWE-127,,entry_bad
BIN_5203897,CWE-400,,entry_bad
BIN_5204296,CWE-457,CWE-457,_ZN71CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_039entry_badEv
BIN_5204774,CWE-124,,entry_bad
BIN_5205727,CWE-680,CWE-680,_ZN57CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_169entry_badEv
BIN_5206155,CWE-253,,entry_bad
BIN_5207054,CWE-122,CWE-122,_ZN55CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fscanf_059entry_badEv
BIN_5208239,CWE-124,CWE-124,_ZN42CWE124_Buffer_Underwrite__new_char_ncpy_079entry_badEv
BIN_5208617,CWE-124,,entry_bad
BIN_5209069,CWE-134,,entry_bad
BIN_5209615,CWE-191,,entry_bad
BIN_5209626,CWE-590,CWE-590,_ZN56CWE590_Free_Memory_Not_on_Heap__delete_int64_t_static_119entry_badEv
BIN_5209725,CWE-190,,entry_bad
BIN_5210181,CWE-762,CWE-762,_ZN65CWE762_Mismatched_Memory_Management_Routines__new_free_int64_t_219entry_badEv
BIN_5210442,CWE-134,,entry_bad
BIN_5212415,CWE-190,,entry_bad
BIN_5212786,CWE-253,,entry_bad
BIN_5213132,CWE-606,,entry_bad
BIN_5213796,CWE-190,,entry_bad
BIN_5213883,CWE-369,CWE-369,_ZN50CWE369_Divide_by_Zero__int_listen_socket_modulo_339entry_badEv
BIN_5213988,CWE-023,CWE-023,_ZN58CWE23_Relative_Path_Traversal__char_listen_socket_fopen_439entry_badEv
BIN_5214334,CWE-476,,entry_bad
BIN_5214979,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_long_malloc_219entry_badEv
BIN_5215170,CWE-126,,entry_bad
BIN_5216207,CWE-590,CWE-590,_ZN54CWE590_Free_Memory_Not_on_Heap__free_wchar_t_alloca_339entry_badEv
BIN_5216264,CWE-476,,entry_bad
BIN_5216442,CWE-191,,entry_bad
BIN_5216805,CWE-675,CWE-675,_ZN48CWE675_Duplicate_Operations_on_Resource__open_339entry_badEv
BIN_5218702,CWE-761,,entry_bad
BIN_5219162,CWE-590,,entry_bad
BIN_5220636,CWE-426,,entry_bad
BIN_5221069,CWE-134,,entry_bad
BIN_5221695,CWE-190,,entry_bad
BIN_5222087,CWE-122,,entry_bad
BIN_5222386,CWE-398,,entry_bad
BIN_5222394,CWE-369,,entry_bad
BIN_5222441,CWE-191,,entry_bad
BIN_5222646,CWE-023,CWE-023,_ZN58CWE23_Relative_Path_Traversal__wchar_t_console_ifstream_079entry_badEv
BIN_5222739,CWE-762,CWE-762,_ZN75CWE762_Mismatched_Memory_Management_Routines__delete_array_struct_calloc_349entry_badEv
BIN_5223234,CWE-126,,entry_bad
BIN_5223486,CWE-194,,entry_bad
BIN_5223639,CWE-416,CWE-416,_ZN44CWE416_Use_After_Free__new_delete_wchar_t_019entry_badEv
BIN_5223695,CWE-590,CWE-590,_ZN55CWE590_Free_Memory_Not_on_Heap__delete_struct_alloca_119entry_badEv
BIN_5224635,CWE-134,,entry_bad
BIN_5225241,CWE-563,,entry_bad
BIN_5225786,CWE-122,,entry_bad
BIN_5225787,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__delete_wchar_t_calloc_339entry_badEv
BIN_5226008,CWE-590,CWE-590,_ZN56CWE590_Free_Memory_Not_on_Heap__delete_wchar_t_static_169entry_badEv
BIN_5226476,CWE-590,CWE-590,_ZN58CWE590_Free_Memory_Not_on_Heap__delete_array_int_static_079entry_badEv
BIN_5226526,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__delete_struct_calloc_059entry_badEv
BIN_5226729,CWE-690,,entry_bad
BIN_5227680,CWE-398,,entry_bad
BIN_5227735,CWE-427,,entry_bad
BIN_5227863,CWE-127,,entry_bad
BIN_5227974,CWE-127,CWE-127,_ZN44CWE127_Buffer_Underread__new_wchar_t_loop_339entry_badEv
BIN_5228516,CWE-191,,entry_bad
BIN_5229200,CWE-457,,entry_bad
BIN_5229260,CWE-194,,entry_bad
BIN_5230044,CWE-134,,entry_bad
BIN_5231850,CWE-036,CWE-036,_ZN57CWE36_Absolute_Path_Traversal__char_listen_socket_open_449entry_badEv
BIN_5233044,CWE-377,,entry_bad
BIN_5233100,CWE-121,,entry_bad
BIN_5233251,CWE-401,,entry_bad
BIN_5233648,CWE-124,,entry_bad
BIN_5233721,CWE-758,,entry_bad
BIN_5233812,CWE-036,CWE-036,_ZN57CWE36_Absolute_Path_Traversal__char_listen_socket_open_099entry_badEv
BIN_5234323,CWE-252,,entry_bad
BIN_5235094,CWE-124,,entry_bad
BIN_5235795,CWE-195,,entry_bad
BIN_5236540,CWE-191,,entry_bad
BIN_5236901,CWE-457,CWE-457,_ZN71CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_169entry_badEv
BIN_5237122,CWE-134,CWE-134,_ZN67CWE134_Uncontrolled_Format_String__wchar_t_listen_socket_vprintf_339entry_badEv
BIN_5237897,CWE-190,,entry_bad
BIN_5238470,CWE-122,CWE-122,_ZN58CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_char_ncpy_109entry_badEv
BIN_5238662,CWE-762,CWE-762,_ZN76CWE762_Mismatched_Memory_Management_Routines__delete_array_wchar_t_malloc_419entry_badEv
BIN_5238989,CWE-121,,entry_bad
BIN_5239305,CWE-457,CWE-457,_ZN67CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_129entry_badEv
BIN_5239661,CWE-401,,entry_bad
BIN_5239750,CWE-398,,entry_bad
BIN_5240767,CWE-190,,entry_bad
BIN_5241743,CWE-195,,entry_bad
BIN_5241745,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__new_delete_array_char_189entry_badEv
BIN_5241821,CWE-134,,entry_bad
BIN_5242380,CWE-126,,entry_bad
BIN_5242626,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__strdup_delete_char_329entry_badEv
BIN_5242842,CWE-023,CWE-023,_ZN51CWE23_Relative_Path_Traversal__wchar_t_file_open_159entry_badEv
BIN_5243321,CWE-427,,entry_bad
BIN_5243528,CWE-126,,entry_bad
BIN_5243940,CWE-253,,entry_bad
BIN_5243988,CWE-121,,entry_bad
BIN_5245598,CWE-590,,entry_bad
BIN_5245644,CWE-590,CWE-590,_ZN56CWE590_Free_Memory_Not_on_Heap__delete_int64_t_static_109entry_badEv
BIN_5246287,CWE-400,,entry_bad
BIN_5246896,CWE-590,CWE-590,_ZN59CWE590_Free_Memory_Not_on_Heap__delete_int_placement_new_069entry_badEv
BIN_5247022,CWE-761,,entry_bad
BIN_5248049,CWE-761,,entry_bad
BIN_5248116,CWE-415,,entry_bad
BIN_5248160,CWE-253,,entry_bad
BIN_5248477,CWE-252,,entry_bad
BIN_5248764,CWE-190,,entry_bad
BIN_5249047,CWE-078,,entry_bad
BIN_5249078,CWE-675,,entry_bad
BIN_5249186,CWE-789,CWE-789,_ZN51CWE789_Uncontrolled_Mem_Alloc__new_wchar_t_fgets_079entry_badEv
BIN_5249665,CWE-252,,entry_bad
BIN_5249865,CWE-590,,entry_bad
BIN_5250457,CWE-606,,entry_bad
BIN_5250726,CWE-252,,entry_bad
BIN_5250864,CWE-122,,entry_bad
BIN_5250915,CWE-023,CWE-023,_ZN57CWE23_Relative_Path_Traversal__char_listen_socket_open_149entry_badEv
BIN_5251590,CWE-571,,entry_bad
BIN_5253046,CWE-121,,entry_bad
BIN_5253172,CWE-023,CWE-023,_ZN59CWE23_Relative_Path_Traversal__wchar_t_environment_fopen_089entry_badEv
BIN_5253718,CWE-078,,entry_bad
BIN_5253726,CWE-401,CWE-401,_ZN43CWE401_Memory_Leak__twoIntsStruct_calloc_339entry_badEv
BIN_5254846,CWE-121,,entry_bad
BIN_5254873,CWE-590,CWE-590,_ZN56CWE590_Free_Memory_Not_on_Heap__delete_wchar_t_alloca_069entry_badEv
BIN_5255484,CWE-190,,entry_bad
BIN_5255721,CWE-457,CWE-457,_ZN71CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_179entry_badEv
BIN_5256703,CWE-590,CWE-590,_ZN62CWE590_Free_Memory_Not_on_Heap__delete_struct_placement_new_189entry_badEv
BIN_5257235,CWE-121,,entry_bad
BIN_5257295,CWE-191,,entry_bad
BIN_5257999,CWE-122,CWE-122,_ZN56CWE122_Heap_Based_Buffer_Overflow__c_CWE806_char_ncpy_339entry_badEv
BIN_5258257,CWE-427,,entry_bad
BIN_5258600,CWE-121,,entry_bad
BIN_5259280,CWE-121,,entry_bad
BIN_5259585,CWE-476,CWE-476,_ZN41CWE476_NULL_Pointer_Dereference__class_139entry_badEv
BIN_5261044,CWE-122,,entry_bad
BIN_5261279,CWE-127,,entry_bad
BIN_5261373,CWE-457,,entry_bad
BIN_5261522,CWE-511,,entry_bad
BIN_5261886,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE806_char_memmove_119entry_badEv
BIN_5262024,CWE-377,,entry_bad
BIN_5262114,CWE-122,CWE-122,_ZN60CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_memcpy_439entry_badEv
BIN_5262968,CWE-467,,entry_bad
BIN_5263603,CWE-122,,entry_bad
BIN_5263801,CWE-134,,entry_bad
BIN_5264137,CWE-121,,entry_bad
BIN_5265489,CWE-197,,entry_bad
BIN_5265974,CWE-127,,entry_bad
BIN_5267509,CWE-127,CWE-127,_ZN44CWE127_Buffer_Underread__new_char_memmove_039entry_badEv
BIN_5268060,CWE-401,,entry_bad
BIN_5268083,CWE-426,,entry_bad
BIN_5269174,CWE-126,,entry_bad
BIN_5269369,CWE-590,CWE-590,_ZN56CWE590_Free_Memory_Not_on_Heap__delete_struct_declare_319entry_badEv
BIN_5269479,CWE-415,CWE-415,_ZN41CWE415_Double_Free__new_delete_wchar_t_079entry_badEv
BIN_5269693,CWE-121,,entry_bad
BIN_5270105,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_int_realloc_189entry_badEv
BIN_5270583,CWE-690,,entry_bad
BIN_5270868,CWE-121,,entry_bad
BIN_5271727,CWE-252,,entry_bad
BIN_5272523,CWE-690,,entry_bad
BIN_5273428,CWE-023,CWE-023,_ZN55CWE23_Relative_Path_Traversal__wchar_t_console_fopen_139entry_badEv
BIN_5275319,CWE-036,CWE-036,_ZN58CWE36_Absolute_Path_Traversal__wchar_t_console_ofstream_119entry_badEv
BIN_5276010,CWE-078,,entry_bad
BIN_5277217,CWE-121,,entry_bad
BIN_5278644,CWE-127,,entry_bad
BIN_5278754,CWE-191,,entry_bad
BIN_5278793,CWE-685,,entry_bad
BIN_5279412,CWE-401,,entry_bad
BIN_5279809,CWE-401,CWE-401,_ZN38CWE401_Memory_Leak__int64_t_realloc_339entry_badEv
BIN_5280354,CWE-773,,entry_bad
BIN_5280901,CWE-121,,entry_bad
BIN_5280925,CWE-758,,entry_bad
BIN_5282673,CWE-762,CWE-762,_ZN75CWE762_Mismatched_Memory_Management_Routines__delete_array_struct_malloc_179entry_badEv
BIN_5282681,CWE-122,,entry_bad
BIN_5282929,CWE-252,,entry_bad
BIN_5282957,CWE-121,,entry_bad
BIN_5283084,CWE-457,,entry_bad
BIN_5283578,CWE-590,CWE-590,_ZN53CWE590_Free_Memory_Not_on_Heap__delete_int_declare_179entry_badEv
BIN_5283761,CWE-190,,entry_bad
BIN_5283883,CWE-121,,entry_bad
BIN_5284205,CWE-122,,entry_bad
BIN_5284526,CWE-762,CWE-762,_ZN71CWE762_Mismatched_Memory_Management_Routines__new_array_delete_class_129entry_badEv
BIN_5284678,CWE-122,,entry_bad
BIN_5284869,CWE-134,,entry_bad
BIN_5285384,CWE-191,,entry_bad
BIN_5287223,CWE-191,,entry_bad
BIN_5287263,CWE-252,,entry_bad
BIN_5287485,CWE-134,,entry_bad
BIN_5288205,CWE-590,CWE-590,_ZN59CWE590_Free_Memory_Not_on_Heap__delete_array_long_alloca_129entry_badEv
BIN_5288766,CWE-476,,entry_bad
BIN_5288796,CWE-680,,entry_bad
BIN_5289183,CWE-121,,entry_bad
BIN_5289631,CWE-121,,entry_bad
BIN_5290635,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__new_array_delete_int_459entry_badEv
BIN_5291386,CWE-121,,entry_bad
BIN_5291864,CWE-191,,entry_bad
BIN_5292465,CWE-369,,entry_bad
BIN_5292503,CWE-121,,entry_bad
BIN_5293697,CWE-127,,entry_bad
BIN_5294702,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__delete_long_malloc_049entry_badEv
BIN_5295154,CWE-191,,entry_bad
BIN_5295244,CWE-666,,entry_bad
BIN_5295376,CWE-036,CWE-036,_ZN55CWE36_Absolute_Path_Traversal__char_console_ofstream_149entry_badEv
BIN_5295823,CWE-197,CWE-197,_ZN54CWE197_Numeric_Truncation_Error__int_fscanf_to_char_339entry_badEv
BIN_5295860,CWE-191,,entry_bad
BIN_5296291,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__delete_int64_t_malloc_169entry_badEv
BIN_5296954,CWE-762,CWE-762,_ZN72CWE762_Mismatched_Memory_Management_Routines__delete_array_int_malloc_129entry_badEv
BIN_5297168,CWE-190,,entry_bad
BIN_5297443,CWE-124,CWE-124,_ZN45CWE124_Buffer_Underwrite__new_char_memmove_079entry_badEv
BIN_5297647,CWE-122,CWE-122,_ZN63CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_int64_t_memcpy_089entry_badEv
BIN_5297839,CWE-195,,entry_bad
BIN_5298671,CWE-401,CWE-401,_ZN50CWE401_Memory_Leak__struct_twoIntsStruct_malloc_339entry_badEv
BIN_5299104,CWE-190,,entry_bad
BIN_5299191,CWE-252,,entry_bad
BIN_5299808,CWE-191,,entry_bad
BIN_5299951,CWE-457,CWE-457,_ZN73CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_439entry_badEv
BIN_5300120,CWE-023,CWE-023,_ZN52CWE23_Relative_Path_Traversal__char_file_ifstream_029entry_badEv
BIN_5300531,CWE-252,,entry_bad
BIN_5300960,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE806_wchar_t_loop_039entry_badEv
BIN_5301016,CWE-036,CWE-036,_ZN65CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_ofstream_459entry_badEv
BIN_5301220,CWE-680,,entry_bad
BIN_5302036,CWE-191,,entry_bad
BIN_5302605,CWE-023,CWE-023,_ZN57CWE23_Relative_Path_Traversal__char_listen_socket_open_079entry_badEv
BIN_5302694,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__delete_wchar_t_malloc_109entry_badEv
BIN_5302756,CWE-191,,entry_bad
BIN_5303003,CWE-023,CWE-023,_ZN58CWE23_Relative_Path_Traversal__wchar_t_console_ifstream_429entry_badEv
BIN_5303747,CWE-134,,entry_bad
BIN_5304864,CWE-023,CWE-023,_ZN61CWE23_Relative_Path_Traversal__char_listen_socket_ifstream_039entry_badEv
BIN_5305842,CWE-023,CWE-023,_ZN57CWE23_Relative_Path_Traversal__char_listen_socket_open_429entry_badEv
BIN_5308041,CWE-195,,entry_bad
BIN_5308107,CWE-190,,entry_bad
BIN_5308144,CWE-036,CWE-036,_ZN59CWE36_Absolute_Path_Traversal__wchar_t_environment_fopen_179entry_badEv
BIN_5308178,CWE-427,,entry_bad
BIN_5308849,CWE-191,,entry_bad
BIN_5309633,CWE-761,,entry_bad
BIN_5310315,CWE-197,,entry_bad
BIN_5311040,CWE-134,,entry_bad
BIN_5311206,CWE-127,,entry_bad
BIN_5311871,CWE-400,,entry_bad
BIN_5312751,CWE-197,,entry_bad
BIN_5312947,CWE-191,,entry_bad
BIN_5313177,CWE-400,,entry_bad
BIN_5313262,CWE-197,,entry_bad
BIN_5314242,CWE-188,,entry_bad
BIN_5314450,CWE-078,,entry_bad
BIN_5314697,CWE-121,,entry_bad
BIN_5314737,CWE-190,,entry_bad
BIN_5315044,CWE-122,CWE-122,_ZN58CWE122_Heap_Based_Buffer_Overflow__cpp_dest_wchar_t_cat_439entry_badEv
BIN_5315441,CWE-122,,entry_bad
BIN_5315615,CWE-190,,entry_bad
BIN_5316321,CWE-023,CWE-023,_ZN61CWE23_Relative_Path_Traversal__wchar_t_connect_socket_open_329entry_badEv
BIN_5316999,CWE-191,,entry_bad
BIN_5317168,CWE-457,,entry_bad
BIN_5317470,CWE-023,CWE-023,_ZN64CWE23_Relative_Path_Traversal__wchar_t_listen_socket_ifstream_149entry_badEv
BIN_5318329,CWE-191,,entry_bad
BIN_5318436,CWE-023,CWE-023,_ZN51CWE23_Relative_Path_Traversal__char_console_open_419entry_badEv
BIN_5318464,CWE-190,,entry_bad
BIN_5318489,CWE-023,CWE-023,_ZN52CWE23_Relative_Path_Traversal__wchar_t_file_fopen_319entry_badEv
BIN_5318817,CWE-190,,entry_bad
BIN_5318914,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__delete_long_malloc_319entry_badEv
BIN_5319136,CWE-122,CWE-122,_ZN57CWE122_Heap_Based_Buffer_Overflow__cpp_src_wchar_t_cpy_119entry_badEv
BIN_5320782,CWE-134,,entry_bad
BIN_5320913,CWE-190,,entry_bad
BIN_5321196,CWE-401,CWE-401,_ZN45CWE401_Memory_Leak__new_array_TwoIntsClass_089entry_badEv
BIN_5322518,CWE-590,CWE-590,_ZN63CWE590_Free_Memory_Not_on_Heap__delete_array_wchar_t_declare_069entry_badEv
BIN_5323002,CWE-190,,entry_bad
BIN_5323291,CWE-122,CWE-122,_ZN55CWE122_Heap_Based_Buffer_Overflow__cpp_dest_char_cpy_169entry_badEv
BIN_5324363,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__delete_char_calloc_429entry_badEv
BIN_5324746,CWE-191,,entry_bad
BIN_5325389,CWE-690,,entry_bad
BIN_5325594,CWE-127,,entry_bad
BIN_5325705,CWE-401,CWE-401,_ZN38CWE401_Memory_Leak__wchar_t_realloc_439entry_badEv
BIN_5326313,CWE-195,,entry_bad
BIN_5326434,CWE-121,,entry_bad
BIN_5327359,CWE-672,CWE-672,_ZN69CWE672_Operation_on_Resource_After_Expiration_or_Release__list_int_129entry_badEv
BIN_5327623,CWE-121,,entry_bad
BIN_5327691,CWE-197,,entry_bad
BIN_5327899,CWE-590,,entry_bad
BIN_5328006,CWE-121,,entry_bad
BIN_5328851,CWE-127,CWE-127,_ZN41CWE127_Buffer_Underread__new_char_ncpy_439entry_badEv
BIN_5329189,CWE-122,,entry_bad
BIN_5329493,CWE-675,,entry_bad
BIN_5329558,CWE-426,,entry_bad
BIN_5329693,CWE-121,CWE-121,_ZN59CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_179entry_badEv
BIN_5330389,CWE-190,,entry_bad
BIN_5330873,CWE-400,,entry_bad
BIN_5331836,CWE-124,,entry_bad
BIN_5332176,CWE-762,CWE-762,_ZN68CWE762_Mismatched_Memory_Management_Routines__delete_class_calloc_019entry_badEv
BIN_5333076,CWE-121,,entry_bad
BIN_5333395,CWE-122,,entry_bad
BIN_5334055,CWE-762,CWE-762,_ZN66CWE762_Mismatched_Memory_Management_Routines__delete_int_calloc_219entry_badEv
BIN_5334151,CWE-191,,entry_bad
BIN_5334213,CWE-190,,entry_bad
BIN_5335066,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__delete_class_realloc_019entry_badEv
BIN_5336150,CWE-675,,entry_bad
BIN_5336337,CWE-121,,entry_bad
BIN_5338285,CWE-400,,entry_bad
BIN_5338527,CWE-590,CWE-590,_ZN63CWE590_Free_Memory_Not_on_Heap__delete_wchar_t_placement_new_189entry_badEv
BIN_5339354,CWE-124,,entry_bad
BIN_5339770,CWE-036,CWE-036,_ZN58CWE36_Absolute_Path_Traversal__char_connect_socket_open_139entry_badEv
BIN_5341027,CWE-127,,entry_bad
BIN_5341087,CWE-121,,entry_bad
BIN_5341507,CWE-078,,entry_bad
BIN_5343471,CWE-121,,entry_bad
BIN_5343581,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__delete_char_malloc_219entry_badEv
BIN_5343698,CWE-078,,entry_bad
BIN_5344537,CWE-426,,entry_bad
BIN_5344721,CWE-190,,entry_bad
BIN_5346448,CWE-134,CWE-134,_ZN68CWE134_Uncontrolled_Format_String__wchar_t_listen_socket_snprintf_339entry_badEv
BIN_5346665,CWE-762,CWE-762,_ZN74CWE762_Mismatched_Memory_Management_Routines__delete_array_class_calloc_439entry_badEv
BIN_5346755,CWE-680,CWE-680,_ZN56CWE680_Integer_Overflow_to_Buffer_Overflow__new_fixed_459entry_badEv
BIN_5347599,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__strdup_delete_char_109entry_badEv
BIN_5348510,CWE-681,,entry_bad
BIN_5348841,CWE-758,CWE-758,_ZN50CWE758_Undefined_Behavior__char_pointer_new_use_109entry_badEv
BIN_5348866,CWE-481,,entry_bad
BIN_5348890,CWE-191,,entry_bad
BIN_5349151,CWE-121,,entry_bad
BIN_5349228,CWE-023,CWE-023,_ZN58CWE23_Relative_Path_Traversal__wchar_t_console_ofstream_029entry_badEv
BIN_5349962,CWE-401,,entry_bad
BIN_5350082,CWE-605,,entry_bad
BIN_5351344,CWE-121,,entry_bad
BIN_5352985,CWE-122,,entry_bad
BIN_5353021,CWE-122,,entry_bad
BIN_5353203,CWE-191,,entry_bad
BIN_5353332,CWE-122,CWE-122,_ZN57CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_memcpy_339entry_badEv
BIN_5353762,CWE-369,,entry_bad
BIN_5354754,CWE-134,,entry_bad
BIN_5355328,CWE-401,CWE-401,_ZN34CWE401_Memory_Leak__new_wchar_t_459entry_badEv
BIN_5355427,CWE-122,CWE-122,_ZN63CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_wchar_t_memcpy_119entry_badEv
BIN_5356629,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_wchar_t_loop_069entry_badEv
BIN_5358327,CWE-457,,entry_bad
BIN_5358448,CWE-121,,entry_bad
BIN_5358453,CWE-401,,entry_bad
BIN_5358565,CWE-191,,entry_bad
BIN_5358612,CWE-590,,entry_bad
BIN_5359228,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__delete_char_malloc_329entry_badEv
BIN_5359446,CWE-121,,entry_bad
BIN_5360063,CWE-124,,entry_bad
BIN_5360132,CWE-606,,entry_bad
BIN_5360489,CWE-191,,entry_bad
BIN_5361751,CWE-191,,entry_bad
BIN_5362984,CWE-122,CWE-122,_ZN62CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memmove_439entry_badEv
BIN_5363118,CWE-690,,entry_bad
BIN_5363340,CWE-427,,entry_bad
BIN_5363571,CWE-036,CWE-036,_ZN55CWE36_Absolute_Path_Traversal__wchar_t_file_ofstream_419entry_badEv
BIN_5363572,CWE-190,,entry_bad
BIN_5364227,CWE-124,,entry_bad
BIN_5364437,CWE-122,CWE-122,_ZN58CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_char_loop_459entry_badEv
BIN_5364564,CWE-191,,entry_bad
BIN_5364777,CWE-415,CWE-415,_ZN39CWE415_Double_Free__new_delete_class_109entry_badEv
BIN_5364888,CWE-036,CWE-036,_ZN48CWE36_Absolute_Path_Traversal__char_file_open_029entry_badEv
BIN_5365040,CWE-563,,entry_bad
BIN_5365390,CWE-761,CWE-761,_ZN62CWE761_Free_Pointer_Not_at_Start_of_Buffer__wchar_t_console_439entry_badEv
BIN_5365549,CWE-124,,entry_bad
BIN_5365833,CWE-195,CWE-195,_ZN68CWE195_Signed_to_Unsigned_Conversion_Error__connect_socket_memcpy_339entry_badEv
BIN_5366456,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_wchar_t_loop_419entry_badEv
BIN_5366868,CWE-191,,entry_bad
BIN_5367706,CWE-590,CWE-590,_ZN54CWE590_Free_Memory_Not_on_Heap__delete_char_declare_029entry_badEv
BIN_5368387,CWE-571,,entry_bad
BIN_5369952,CWE-127,CWE-127,_ZN44CWE127_Buffer_Underread__malloc_char_ncpy_339entry_badEv
BIN_5370543,CWE-459,,entry_bad
BIN_5370656,CWE-191,,entry_bad
BIN_5370862,CWE-023,CWE-023,_ZN52CWE23_Relative_Path_Traversal__char_console_fopen_119entry_badEv
BIN_5373240,CWE-401,,entry_bad
BIN_5373715,CWE-762,CWE-762,_ZN77CWE762_Mismatched_Memory_Management_Routines__delete_array_int64_t_realloc_019entry_badEv
BIN_5374631,CWE-590,,entry_bad
BIN_5375122,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__new_delete_array_int_129entry_badEv
BIN_5375337,CWE-457,,entry_bad
BIN_5375960,CWE-122,CWE-122,_ZN58CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memcpy_439entry_badEv
BIN_5375990,CWE-127,,entry_bad
BIN_5376262,CWE-401,,entry_bad
BIN_5376332,CWE-690,,entry_bad
BIN_5376373,CWE-127,,entry_bad
BIN_5376399,CWE-390,,entry_bad
BIN_5376605,CWE-195,,entry_bad
BIN_5377435,CWE-190,,entry_bad
BIN_5377443,CWE-252,,entry_bad
BIN_5377690,CWE-126,,entry_bad
BIN_5377814,CWE-457,CWE-457,_ZN65CWE457_Use_of_Uninitialized_Variable__new_struct_array_no_init_439entry_badEv
BIN_5377987,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_char_malloc_029entry_badEv
BIN_5379321,CWE-121,,entry_bad
BIN_5379845,CWE-476,,entry_bad
BIN_5379853,CWE-134,,entry_bad
BIN_5380983,CWE-190,,entry_bad
BIN_5381077,CWE-191,,entry_bad
BIN_5381497,CWE-127,,entry_bad
BIN_5381674,CWE-122,CWE-122,_ZN58CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_char_ncpy_119entry_badEv
BIN_5383046,CWE-690,,entry_bad
BIN_5383527,CWE-122,,entry_bad
BIN_5383801,CWE-124,CWE-124,_ZN41CWE124_Buffer_Underwrite__new_char_cpy_119entry_badEv
BIN_5384205,CWE-121,,entry_bad
BIN_5384754,CWE-121,,entry_bad
BIN_5384888,CWE-400,,entry_bad
BIN_5385293,CWE-194,CWE-194,_ZN58CWE194_Unexpected_Sign_Extension__connect_socket_memcpy_339entry_badEv
BIN_5385592,CWE-134,,entry_bad
BIN_5385652,CWE-191,,entry_bad
BIN_5386408,CWE-127,,entry_bad
BIN_5387221,CWE-121,,entry_bad
BIN_5387281,CWE-191,,entry_bad
BIN_5388172,CWE-124,CWE-124,_ZN45CWE124_Buffer_Underwrite__new_char_memmove_119entry_badEv
BIN_5388331,CWE-590,CWE-590,_ZN54CWE590_Free_Memory_Not_on_Heap__delete_char_declare_459entry_badEv
BIN_5388858,CWE-121,,entry_bad
BIN_5388952,CWE-457,,entry_bad
BIN_5389098,CWE-121,CWE-121,_ZN60CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_339entry_badEv
BIN_5389140,CWE-121,,entry_bad
BIN_5389371,CWE-252,,entry_bad
