binary_id,source_id_num,cwe_id,pred,n_keys,key_list,max_support,min_wrong,max_acc,left_sid,left_bid,left_cwe,left_dist,right_sid,right_bid,right_cwe,right_dist
BIN_7223045,52700,CWE-762,CWE-590,1,key_len_ins_calls,2,377,0.9334157541504768,52697,BIN_5524335,CWE-762,3,52702,BIN_7034864,CWE-762,2
BIN_7314339,41012,CWE-464,CWE-400,1,key_callseq,6,61,0.9922970071978784,41011,BIN_6787874,CWE-464,1,41017,BIN_7652014,CWE-464,5
BIN_7316191,41285,CWE-476,CWE-590,1,key_ins_tail18,3,74,0.9933922671667114,41281,BIN_6643384,CWE-476,4,41287,BIN_2583978,CWE-476,2
BIN_7342796,52718,CWE-762,CWE-401,5,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,2,70,0.9933922671667114,52717,BIN_7267117,CWE-762,1,52719,BIN_6471705,CWE-762,1
BIN_7344971,32990,CWE-369,CWE-758,1,key_len_ins_calls,9,377,0.9334157541504768,32989,BIN_4212031,CWE-369,1,32991,BIN_5580104,CWE-369,1
BIN_7345102,28527,CWE-197,CWE-253,1,key_len_ins_calls,2,377,0.9334157541504768,28526,BIN_1945126,CWE-197,1,28529,BIN_3466977,CWE-197,2
BIN_7404830,33808,CWE-036,CWE-023,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,4,74,0.9933922671667114,33805,BIN_1678895,CWE-036,3,33810,BIN_1483769,CWE-036,2
BIN_7440162,39226,CWE-416,CWE-676,1,key_len_ins_calls,2,377,0.9334157541504768,39223,BIN_8022563,CWE-416,3,39233,BIN_9067150,CWE-416,7
BIN_7482272,48866,CWE-761,CWE-400,1,key_len_ins_calls,3,377,0.9334157541504768,48865,BIN_4848583,CWE-761,1,48867,BIN_3642714,CWE-761,1
BIN_7573742,33664,CWE-036,CWE-023,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,4,74,0.9933922671667114,33663,BIN_6538402,CWE-036,1,33688,BIN_7238252,CWE-036,24
BIN_7582953,47095,CWE-680,CWE-122,1,key_op_full,2,56,0.9925788497217068,47093,BIN_3342149,CWE-680,2,47096,BIN_9118235,CWE-680,1
BIN_7599576,33404,CWE-036,CWE-078,1,key_len_ins_calls,2,377,0.9334157541504768,33402,BIN_5609733,CWE-036,2,33411,BIN_4266933,CWE-036,7
BIN_7632738,39002,CWE-416,CWE-122,1,key_len_ins_calls,4,377,0.9334157541504768,39001,BIN_3055718,CWE-416,1,39004,BIN_6296603,CWE-416,2
BIN_7654851,39005,CWE-416,CWE-122,1,key_len_ins_calls,4,377,0.9334157541504768,39004,BIN_6296603,CWE-416,1,39006,BIN_3543223,CWE-416,1
BIN_7663395,4950,CWE-126,CWE-122,1,key_ins_tail36,2,97,0.9869588599085776,4948,BIN_3155265,CWE-126,2,4954,BIN_2317564,CWE-126,4
BIN_7671787,47567,CWE-690,CWE-401,1,key_len_ins_calls,2,377,0.9334157541504768,47566,BIN_2956225,CWE-690,1,47568,BIN_9921675,CWE-690,1
BIN_7691966,25571,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,25567,BIN_1173463,CWE-191,4,25572,BIN_3808775,CWE-191,1
BIN_7707170,42415,CWE-563,CWE-617,1,key_len_ins_calls,2,377,0.9334157541504768,42413,BIN_8935309,CWE-563,2,42417,BIN_5750054,CWE-563,2
BIN_7724180,39680,CWE-427,CWE-078,1,key_callseq,2,61,0.9922970071978784,39679,BIN_5308178,CWE-427,1,39684,BIN_8144040,CWE-427,4
BIN_7728870,21756,CWE-190,CWE-191,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_op_full,3,56,0.9933922671667114,21755,BIN_9015398,CWE-190,1,21759,BIN_3753983,CWE-190,3
BIN_7755389,28832,CWE-197,CWE-194,2,key_ins_tail18|key_ins_tail24,3,74,0.9933922671667114,28830,BIN_6960093,CWE-197,2,28852,BIN_2501681,CWE-197,20
BIN_7770803,24022,CWE-191,CWE-190,1,key_len_ins_calls,3,377,0.9334157541504768,24021,BIN_6901334,CWE-191,1,24025,BIN_4543778,CWE-191,3
BIN_7776921,39003,CWE-416,CWE-122,1,key_len_ins_calls,4,377,0.9334157541504768,39001,BIN_3055718,CWE-416,2,39004,BIN_6296603,CWE-416,1
BIN_7788595,4772,CWE-121,CWE-195,1,key_len_ins_calls,4,377,0.9334157541504768,4770,BIN_1139049,CWE-121,2,4775,BIN_1255888,CWE-121,3
BIN_7810663,37060,CWE-401,CWE-690,1,key_len_ins_calls,3,377,0.9334157541504768,37058,BIN_8986057,CWE-401,2,37063,BIN_8131350,CWE-401,3
BIN_7818697,19299,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,19298,BIN_6466276,CWE-190,1,19302,BIN_1587916,CWE-190,3
BIN_7860159,30697,CWE-023,CWE-036,1,key_ins_tail36,2,97,0.9869588599085776,30694,BIN_8024090,CWE-023,3,30699,BIN_7279561,CWE-023,2
BIN_7897107,54113,CWE-078,CWE-134,2,key_len_ins_calls|key_op_full,2,56,0.9925788497217068,54112,BIN_5587171,CWE-078,1,54114,BIN_9932205,CWE-078,1
BIN_7910516,2553,CWE-121,CWE-124,1,key_ins_tail24,4,79,0.991979695431472,2552,BIN_9461461,CWE-121,1,2555,BIN_3657495,CWE-121,2
BIN_7926288,46246,CWE-665,CWE-124,1,key_len_ins_calls,6,377,0.9334157541504768,46242,BIN_6786859,CWE-665,4,46247,BIN_1436421,CWE-665,1
BIN_7929901,35297,CWE-397,CWE-401,1,key_len_ins_calls,2,377,0.9334157541504768,35293,BIN_5940213,CWE-397,4,35298,BIN_1790187,CWE-397,1
BIN_7943273,54326,CWE-078,CWE-036,1,key_len_ins_calls,2,377,0.9334157541504768,54306,BIN_1811195,CWE-078,20,54330,BIN_8149607,CWE-078,4
BIN_7947489,6493,CWE-122,CWE-459,1,key_len_ins_calls,2,377,0.9334157541504768,6492,BIN_5366456,CWE-122,1,6495,BIN_2827558,CWE-122,2
BIN_7948905,21078,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,21076,BIN_6847044,CWE-190,2,21082,BIN_5504187,CWE-190,4
BIN_8005322,34238,CWE-036,CWE-023,1,key_len_ins_calls,3,377,0.9334157541504768,34234,BIN_1450777,CWE-036,4,34241,BIN_9684048,CWE-036,3
BIN_8040755,19296,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,19294,BIN_4131114,CWE-190,2,19298,BIN_6466276,CWE-190,2
BIN_8050648,2673,CWE-121,CWE-124,1,key_ins_tail24,4,79,0.991979695431472,2672,BIN_8217356,CWE-121,1,2674,BIN_1694462,CWE-121,1
BIN_8054814,23931,CWE-191,CWE-190,1,key_len_ins_calls,5,377,0.9334157541504768,23930,BIN_5145249,CWE-191,1,23932,BIN_7830993,CWE-191,1
BIN_8059368,44642,CWE-590,CWE-122,1,key_len_ins_calls,5,377,0.9334157541504768,44641,BIN_2821915,CWE-590,1,44643,BIN_4657010,CWE-590,1
BIN_8104174,18980,CWE-188,CWE-398,1,key_len_ins_calls,3,377,0.9334157541504768,18976,BIN_3057071,CWE-188,4,18982,BIN_2148894,CWE-188,2
BIN_8106040,2513,CWE-121,CWE-124,1,key_ins_tail30,3,80,0.990573818781666,2507,BIN_8514168,CWE-121,6,2514,BIN_7900961,CWE-121,1
BIN_8111191,46234,CWE-665,CWE-121,1,key_callseq,2,61,0.9922970071978784,46231,BIN_2781875,CWE-665,3,46236,BIN_5607233,CWE-665,2
BIN_8116345,54065,CWE-078,CWE-134,2,key_len_ins_calls|key_op_full,2,56,0.9925788497217068,54064,BIN_5151746,CWE-078,1,54066,BIN_4690239,CWE-078,1
BIN_8159631,23982,CWE-191,CWE-190,1,key_marker_tail,2,46,0.9945901446548278,23979,BIN_2246488,CWE-191,3,23983,BIN_1436386,CWE-191,1
BIN_8165858,11071,CWE-124,CWE-121,1,key_len_ins_calls,2,377,0.9334157541504768,11068,BIN_9871924,CWE-124,3,11072,BIN_1566957,CWE-124,1
BIN_8168468,48077,CWE-690,CWE-415,1,key_len_ins_calls,4,377,0.9334157541504768,48075,BIN_7174010,CWE-690,2,48079,BIN_3436711,CWE-690,2
BIN_8180319,37111,CWE-401,CWE-690,1,key_len_ins_calls,2,377,0.9334157541504768,37110,BIN_9963988,CWE-401,1,37112,BIN_8357069,CWE-401,1
BIN_8215823,23586,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,23585,BIN_2169013,CWE-191,1,23588,BIN_1283330,CWE-191,2
BIN_8217997,33276,CWE-036,CWE-023,3,key_ins_tail24|key_ins_tail30|key_ins_tail36,2,79,0.991979695431472,33274,BIN_5728397,CWE-036,2,33277,BIN_2952513,CWE-036,1
BIN_8224455,19203,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,19202,BIN_4433378,CWE-190,1,19204,BIN_8362122,CWE-190,1
BIN_8264385,41195,CWE-475,CWE-253,1,key_len_ins_calls,2,377,0.9334157541504768,41191,BIN_1753910,CWE-475,4,41197,BIN_5934608,CWE-475,2
BIN_8313389,14569,CWE-127,CWE-126,3,key_ins_tail18|key_ins_tail24|key_ins_tail30,2,74,0.9933922671667114,14568,BIN_4203192,CWE-127,1,14575,BIN_3825443,CWE-127,6
BIN_8323303,11708,CWE-124,CWE-122,1,key_len_ins_calls,2,377,0.9334157541504768,11706,BIN_8614132,CWE-124,2,11709,BIN_6807767,CWE-124,1
BIN_8344503,29024,CWE-197,CWE-194,3,key_ins_tail18|key_ins_tail24|key_ins_tail30,2,74,0.9933922671667114,29022,BIN_8926568,CWE-197,2,29044,BIN_1570804,CWE-197,20
BIN_8373077,32652,CWE-369,CWE-194,1,key_len_ins_calls,3,377,0.9334157541504768,32649,BIN_8577019,CWE-369,3,32653,BIN_8391233,CWE-369,1
BIN_8382309,34079,CWE-036,CWE-023,1,key_callseq,2,61,0.9922970071978784,34078,BIN_8844438,CWE-036,1,34081,BIN_3237910,CWE-036,2
BIN_8416577,23447,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,23444,BIN_9774911,CWE-191,3,23448,BIN_1446777,CWE-191,1
BIN_8445417,31954,CWE-253,CWE-252,1,key_op_full,2,56,0.9925788497217068,31952,BIN_5212786,CWE-253,2,31956,BIN_2657257,CWE-253,2
BIN_8490395,35475,CWE-398,CWE-546,1,key_body_hex,2,26,0.9740777666999004,35474,BIN_5494808,CWE-398,1,35476,BIN_4386733,CWE-398,1
BIN_8550262,2416,CWE-121,CWE-590,1,key_len_ins_calls,2,377,0.9334157541504768,2415,BIN_6768217,CWE-121,1,2418,BIN_8195206,CWE-121,2
BIN_8595131,39072,CWE-416,CWE-676,1,key_len_ins_calls,2,377,0.9334157541504768,39069,BIN_7003956,CWE-416,3,39076,BIN_1202723,CWE-416,4
BIN_8633191,39841,CWE-427,CWE-134,1,key_len_ins_calls,3,377,0.9334157541504768,39840,BIN_9990416,CWE-427,1,39842,BIN_8949865,CWE-427,1
BIN_8716102,35438,CWE-398,CWE-482,2,key_len_ins_calls|key_op_full,2,56,0.9925788497217068,35435,BIN_7857570,CWE-398,3,35440,BIN_3898468,CWE-398,2
BIN_8733266,37357,CWE-401,CWE-126,1,key_len_ins_calls,4,377,0.9334157541504768,37356,BIN_4984825,CWE-401,1,37359,BIN_3868959,CWE-401,2
BIN_8754302,45551,CWE-606,CWE-134,3,key_ins_full|key_len_ins_calls|key_op_full,7,56,0.9925788497217068,45550,BIN_9963889,CWE-606,1,45557,BIN_8629405,CWE-606,6
BIN_8759788,46445,CWE-675,CWE-415,1,key_marker_tail,2,46,0.9945901446548278,46444,BIN_7031381,CWE-675,1,46449,BIN_5820679,CWE-675,4
BIN_8781695,35180,CWE-390,CWE-401,1,key_len_ins_calls,3,377,0.9334157541504768,35178,BIN_8273378,CWE-390,2,35184,BIN_1225491,CWE-391,4
BIN_8826313,30841,CWE-023,CWE-036,2,key_ins_tail24|key_ins_tail30,2,79,0.991979695431472,30838,BIN_3624294,CWE-023,3,30842,BIN_3380034,CWE-023,1
BIN_8853163,25494,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,25492,BIN_1453377,CWE-191,2,25495,BIN_3100476,CWE-191,1
BIN_8856620,45605,CWE-606,CWE-134,2,key_ins_full|key_len_ins_calls,5,70,0.9870514243433224,45599,BIN_9231525,CWE-606,6,45607,BIN_4626830,CWE-606,2
BIN_8858945,19199,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,19195,BIN_9434123,CWE-190,4,19202,BIN_4433378,CWE-190,3
BIN_8898107,38700,CWE-415,CWE-762,1,key_ins_tail18,4,74,0.9933922671667114,38698,BIN_5076678,CWE-415,2,38704,BIN_4604187,CWE-415,4
BIN_8907569,34431,CWE-036,CWE-023,3,key_ins_tail24|key_ins_tail30|key_ins_tail36,2,79,0.991979695431472,34430,BIN_9915360,CWE-036,1,34432,BIN_1608406,CWE-036,1
BIN_8907680,8788,CWE-122,CWE-401,1,key_len_ins_calls,3,377,0.9334157541504768,8787,BIN_6730850,CWE-122,1,8789,BIN_9306314,CWE-122,1
BIN_8909534,1630,CWE-121,CWE-124,1,key_ins_tail24,4,79,0.991979695431472,1629,BIN_5702294,CWE-121,1,1631,BIN_5586386,CWE-121,1
BIN_8943282,4949,CWE-126,CWE-122,1,key_ins_tail36,2,97,0.9869588599085776,4948,BIN_3155265,CWE-126,1,4954,BIN_2317564,CWE-126,5
BIN_8970634,1633,CWE-121,CWE-124,1,key_ins_tail24,4,79,0.991979695431472,1632,BIN_1108182,CWE-121,1,1654,BIN_6233266,CWE-121,21
BIN_9064564,23695,CWE-191,CWE-190,2,key_len_ins_calls|key_marker_tail,2,46,0.9945901446548278,23692,BIN_1193478,CWE-191,3,23697,BIN_7273207,CWE-191,2
BIN_9131213,24202,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,24182,BIN_1389106,CWE-191,20,24206,BIN_8868635,CWE-191,4
BIN_9136089,28951,CWE-197,CWE-587,1,key_len_ins_calls,2,377,0.9334157541504768,28928,BIN_3465136,CWE-197,23,28956,BIN_8361191,CWE-197,5
BIN_9137443,47424,CWE-690,CWE-762,1,key_marker_tail,26,46,0.9945901446548278,47423,BIN_7722117,CWE-690,1,47427,BIN_3708022,CWE-690,3
BIN_9148389,15636,CWE-127,CWE-122,1,key_len_ins_calls,3,377,0.9334157541504768,15635,BIN_2854229,CWE-127,1,15637,BIN_3990557,CWE-127,1
BIN_9225616,16525,CWE-127,CWE-122,1,key_len_ins_calls,7,377,0.9334157541504768,16524,BIN_8909571,CWE-127,1,16527,BIN_5397262,CWE-127,2
BIN_9235824,42303,CWE-563,CWE-476,1,key_len_ins_calls,6,377,0.9334157541504768,42300,BIN_8084893,CWE-563,3,42304,BIN_9151986,CWE-563,1
BIN_9254053,47314,CWE-690,CWE-590,1,key_len_ins_calls,2,377,0.9334157541504768,47311,BIN_3449935,CWE-690,3,47315,BIN_4305742,CWE-690,1
BIN_9302164,33812,CWE-036,CWE-023,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,2,74,0.9933922671667114,33811,BIN_3663631,CWE-036,1,33834,BIN_1137596,CWE-036,22
BIN_9306811,12918,CWE-124,CWE-194,1,key_len_ins_calls,2,377,0.9334157541504768,12916,BIN_1869375,CWE-124,2,12922,BIN_5157155,CWE-124,4
BIN_9341417,11,CWE-121,CWE-124,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,2,74,0.9933922671667114,10,BIN_9241217,CWE-121,1,12,BIN_2306879,CWE-121,1
BIN_9397953,29737,CWE-023,CWE-036,1,key_ins_tail36,2,97,0.9869588599085776,29736,BIN_9331468,CWE-023,1,29738,BIN_2351996,CWE-023,1
BIN_9399547,11070,CWE-124,CWE-121,1,key_len_ins_calls,2,377,0.9334157541504768,11068,BIN_9871924,CWE-124,2,11072,BIN_1566957,CWE-124,2
BIN_9400093,19350,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,19347,BIN_8466970,CWE-190,3,19352,BIN_7579833,CWE-190,2
BIN_9440542,42599,CWE-590,CWE-762,1,key_len_ins_calls,5,377,0.9334157541504768,42597,BIN_1344871,CWE-590,2,42600,BIN_7836697,CWE-590,1
BIN_9501564,25395,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,25394,BIN_4630932,CWE-191,1,25396,BIN_1593666,CWE-191,1
BIN_9515682,45464,CWE-606,CWE-134,2,key_ins_full|key_marker_tail,2,46,0.9945901446548278,45463,BIN_8048536,CWE-606,1,45465,BIN_9175436,CWE-606,1
BIN_9571609,41846,CWE-526,CWE-253,1,key_len_ins_calls,2,377,0.9334157541504768,41845,BIN_7281525,CWE-526,1,41849,BIN_4603823,CWE-526,3
BIN_9577062,22101,CWE-190,CWE-191,2,key_len_ins_calls|key_marker_tail,2,46,0.9945901446548278,22100,BIN_8537518,CWE-190,1,22102,BIN_2119673,CWE-190,1
BIN_9600942,29876,CWE-023,CWE-036,1,key_ins_tail24,2,79,0.991979695431472,29875,BIN_5017059,CWE-023,1,29878,BIN_4370146,CWE-023,2
BIN_9628835,41652,CWE-483,CWE-398,1,key_callseq,2,61,0.9922970071978784,41651,BIN_8722623,CWE-483,1,41653,BIN_5418183,CWE-483,1
BIN_9648746,38918,CWE-416,CWE-676,1,key_len_ins_calls,2,377,0.9334157541504768,38917,BIN_3337266,CWE-416,1,38922,BIN_3223260,CWE-416,4
BIN_9648859,47421,CWE-690,CWE-762,1,key_marker_tail,26,46,0.9945901446548278,47416,BIN_4841812,CWE-690,5,47422,BIN_5726928,CWE-690,1
BIN_9649649,435,CWE-135,CWE-588,1,key_len_ins_calls,3,377,0.9334157541504768,434,BIN_3320797,CWE-135,1,436,BIN_6670014,CWE-135,1
BIN_9652447,15642,CWE-127,CWE-122,1,key_len_ins_calls,4,377,0.9334157541504768,15641,BIN_7735520,CWE-127,1,15647,BIN_1096524,CWE-127,5
BIN_9672943,54529,CWE-078,CWE-194,1,key_len_ins_calls,2,377,0.9334157541504768,54526,BIN_8473491,CWE-078,3,54531,BIN_2784568,CWE-078,2
BIN_9685486,23495,CWE-191,CWE-190,1,key_len_ins_calls,3,377,0.9334157541504768,23493,BIN_4827390,CWE-191,2,23499,BIN_9490474,CWE-191,4
BIN_9685509,52842,CWE-762,CWE-590,1,key_len_ins_calls,3,377,0.9334157541504768,52841,BIN_9216486,CWE-762,1,52843,BIN_6313065,CWE-762,1
BIN_9685661,37059,CWE-401,CWE-690,1,key_len_ins_calls,3,377,0.9334157541504768,37058,BIN_8986057,CWE-401,1,37063,BIN_8131350,CWE-401,4
BIN_9696973,16321,CWE-127,CWE-121,1,key_len_ins_calls,7,377,0.9334157541504768,16320,BIN_7813561,CWE-127,1,16322,BIN_9900058,CWE-127,1
BIN_9709133,23446,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,23444,BIN_9774911,CWE-191,2,23448,BIN_1446777,CWE-191,2
BIN_9738306,46186,CWE-665,CWE-121,1,key_callseq,2,61,0.9922970071978784,46185,BIN_8317419,CWE-665,1,46187,BIN_8401704,CWE-665,1
BIN_9755762,48354,CWE-758,CWE-401,1,key_len_ins_calls,2,377,0.9334157541504768,48353,BIN_7331128,CWE-758,1,48355,BIN_3000312,CWE-758,1
BIN_9858557,203,CWE-121,CWE-124,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,2,74,0.9933922671667114,201,BIN_8629397,CWE-121,2,204,BIN_1110800,CWE-121,1
BIN_9875520,53773,CWE-789,CWE-122,1,key_len_ins_calls,2,377,0.9334157541504768,53771,BIN_8195312,CWE-789,2,53775,BIN_2867176,CWE-789,2
BIN_9892230,33764,CWE-036,CWE-023,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,2,74,0.9933922671667114,33763,BIN_6372012,CWE-036,1,33784,BIN_8674033,CWE-036,20
BIN_9903346,10738,CWE-122,CWE-758,1,key_op_full,9,56,0.9925788497217068,10736,BIN_7786285,CWE-122,2,10739,BIN_9861375,CWE-122,1
BIN_9923796,35486,CWE-398,CWE-546,1,key_body_hex,3,26,0.9740777666999004,35484,BIN_6825157,CWE-398,2,35487,BIN_3314416,CWE-398,1
BIN_9963906,23985,CWE-191,CWE-190,1,key_marker_tail,2,46,0.9945901446548278,23984,BIN_7097197,CWE-191,1,23986,BIN_5028581,CWE-191,1
BIN_9990685,48764,CWE-761,CWE-134,2,key_ins_tail30|key_ins_tail36,2,80,0.990573818781666,48763,BIN_1287932,CWE-761,1,48767,BIN_5603854,CWE-761,3
